city,district,neighborhood,square_meter,gold_gr,type,total_gold
İstanbul,Sultanbeyli,Necip Fazıl Mah.,174.0,6.485509200554508,3,1128.4786008964843
İstanbul,Büyükçekmece,Karaağaç Mah.,300.0,2.6243688392941498,1,787.310651788245
İstanbul,Silivri,Büyük Kılıçlı Mah.,1000.0,0.3070511541974155,2,307.05115419741554
İstanbul,Büyükçekmece,Celaliye Mah.,493.0,4.072296474766784,3,2007.6421620600245
İstanbul,Çatalca,Dağyenice Mah.,4725.0,1.2496994472829284,2,5904.829888411837
İstanbul,Arnavutköy,Baklalı Mah.,1453.0,0.9030863177199414,2,1312.184419647075
İstanbul,Ümraniye,Topağacı Mah.,751.0,7.68789806451016,3,5773.61144644713
İstanbul,Çekmeköy,Nişantepe Mah.,180.0,6.560922098235374,0,1180.9659776823673
İstanbul,Beykoz,Çiftlik Mah.,400.0,6.888968203147143,3,2755.5872812588573
İstanbul,Sarıyer,Kireçburnu Mah.,640.0,4.51063394253682,1,2886.8057232235647
İstanbul,Çatalca,Kaleiçi Mah.,25156.0,2.608094330670764,3,65609.22098235374
İstanbul,Beykoz,Dereseki Mah.,6030.0,0.09357202329158244,2,564.2393004482421
İstanbul,Çatalca,Gökçeali Mah.,9876.0,1.594391761418074,2,15746.213035764898
İstanbul,Arnavutköy,Hadımköy Mah.,11026.0,7.021483834498224,1,77418.88075917742
İstanbul,Sultanbeyli,Hamidiye Mah.,510.0,4.888530190842044,3,2493.1503973294425
İstanbul,Çatalca,Kaleiçi Mah.,200.0,1.771448966523551,2,354.2897933047102
İstanbul,Silivri,Akören Mah.,253.0,0.9283834431495115,2,234.88101111682641
İstanbul,Beylikdüzü,Gürpınar Mah.,3412.0,7.34546377938427,3,25062.72241525913
İstanbul,Arnavutköy,İslambey Mah.,158.0,7.474468213179541,3,1180.9659776823673
İstanbul,Şile,Karacaköy Mah.,564.0,3.9551658039007576,3,2230.7135134000273
İstanbul,Fatih,Haseki Sultan Mah.,45.0,58.319307539869996,3,2624.36883929415
İstanbul,Sarıyer,Büyükdere Mah.,250.0,7.085795866094204,2,1771.448966523551
İstanbul,Arnavutköy,Dursunköy Mah.,1000.0,0.9972601589317769,1,997.2601589317769
İstanbul,Beykoz,Yeni Mahalle Mah.,210.0,5.623647512773178,3,1180.9659776823673
İstanbul,Arnavutköy,Tayakadın Mah.,939.0,1.6769129963540894,3,1574.62130357649
İstanbul,Şile,Kumbaba Mah.,466.0,14.079231970462178,3,6560.922098235375
İstanbul,Arnavutköy,Yassıören Mah.,10000.0,6.036048330376544,1,60360.48330376544
İstanbul,Çatalca,Ferhatpaşa Mah.,389.0,1.146896407917752,2,446.1427026800055
İstanbul,Silivri,Selimpaşa Mah.,6000.0,2.6243688392941498,3,15746.213035764898
İstanbul,Beykoz,Baklacı Mah.,2808.0,7.944136443732291,0,22307.135134000273
İstanbul,Silivri,Cumhuriyet Mah.,285.0,2.8545766322146893,3,813.5543401811865
İstanbul,Arnavutköy,Fatih Mah.,750.0,6.998316904784399,3,5248.7376785883
İstanbul,Sarıyer,Emirgan Mah.,529.0,9.921999392416446,0,5248.7376785883
İstanbul,Şile,Çavuş Mah.,328.0,0.007201012059038825,1,2.3619319553647347
İstanbul,Şile,Ağva Merkez Mah.,983.0,5.037827059764049,3,4952.18399974806
İstanbul,Şişli,Gülbahar Mah.,149.0,28.18114189846067,3,4198.99014287064
İstanbul,Şile,Ahmetli Mah.,854.0,5.22415342716634,3,4461.427026800055
İstanbul,Avcılar,Tahtakale Mah.,568.0,7.623606663442512,3,4330.208584835347
İstanbul,Kağıthane,Talatpaşa Mah.,171.0,15.34718619470263,3,2624.36883929415
İstanbul,Beykoz,Riva Mah.,710.0,6.653329451731647,3,4723.863910729469
İstanbul,Beykoz,Çengeldere Mah.,1005.0,6.854694729499645,3,6888.968203147143
İstanbul,Silivri,Balaban Mah.,257.0,1.1487995891851823,1,295.24149442059183
İstanbul,Arnavutköy,Bolluca Mah.,320.0,11.440607908797935,3,3660.994530815339
İstanbul,Zeytinburnu,Kazlıçeşme Mah.,228.0,20.1431818805472,3,4592.645468764762
İstanbul,Çatalca,Oklalı Mah.,4768.0,1.3732802546222533,2,6547.800254038904
İstanbul,Üsküdar,Çengelköy Mah.,1615.0,13.942467270058083,3,22517.084641143803
İstanbul,Fatih,Balat Mah.,1652.0,34.15492133463936,3,56423.93004482423
İstanbul,Çatalca,Subaşı Mah.,3448.0,0.570845890217695,2,1968.2766294706125
İstanbul,Çatalca,Çakıl Mah.,454.0,2.0231918364602475,2,918.5290937529523
İstanbul,Fatih,Küçük Ayasofya Mah.,54.0,70.46916327734291,3,3805.3348169765172
İstanbul,Kartal,Kordonboyu Mah.,750.0,21.16990863697281,1,15877.431477729608
İstanbul,Ataşehir,Ferhatpaşa Mah.,642.0,15.73803743190417,1,10103.820031282477
İstanbul,Arnavutköy,Yavuz Selim Mah.,175.0,5.623647512773178,3,984.1383147353062
İstanbul,Silivri,Kadıköy Mah.,5380.0,0.43902080954734846,2,2361.9319553647347
İstanbul,Çekmeköy,Merkez Mah.,2721.0,12.056086178308295,3,32804.61049117687
İstanbul,Çatalca,Örencik Mah.,970.0,1.1092693032068055,2,1075.9912241106013
İstanbul,Silivri,Fevzipaşa Mah.,18000.0,3.2075619146928496,1,57736.11446447129
İstanbul,Büyükçekmece,Güzelce Mah.,654.0,5.764783294388342,3,3770.1682745299754
İstanbul,Bahçelievler,Yenibosna Merkez Mah.,152.0,15.107386410410403,1,2296.322734382381
İstanbul,Eyüpsultan,Nişancı Mah.,218.0,17.81681597318964,3,3884.0658821553416
İstanbul,Arnavutköy,Tayakadın Mah.,200.0,1.1153567567000136,3,223.0713513400027
İstanbul,Çatalca,Çanakça Mah.,5320.0,0.986604826802312,2,5248.7376785883
İstanbul,Çatalca,Kestanelik Mah.,2814.0,1.2916669660349671,2,3634.7508424223975
İstanbul,Arnavutköy,Balaban Mah.,361.0,1.3812467575232368,2,498.63007946588846
İstanbul,Şile,Geredeli Mah.,2188.0,1.709198170015614,3,3739.7255959941635
İstanbul,Şile,Ahmetli Mah.,491.0,6.681183399425025,3,3280.4610491176873
İstanbul,Sarıyer,Gümüşdere Mah.,5425.0,5.224549947350566,2,28343.18346437682
İstanbul,Sarıyer,Zekeriyaköy Mah.,597.0,19.781674668046357,3,11809.659776823675
İstanbul,Silivri,Semizkumlar Mah.,5393.0,0.29197502384136653,2,1574.6213035764897
İstanbul,Eyüpsultan,Çiftalan Mah.,4270.0,1.8376727937914537,2,7846.862829489507
